OBJECTID,BLOCKID,ROWNBR,BLOCK_ST,BLOCK_END,WIDTH_OFFS,GEOBASYS,SPACELENGT,SPACETYPE,SPACETYPED,TIME_LIMIT,SPACE_NB,CATEGORY,SIDE,CURRENT_ST,ELMNTKEY,SHAPE_Leng
18668,25-00,,141.500000000000000,148.500000000000000,-21,,7,CLR,CLEARANCE,,,NP,SE,INSVC,58682,6.980804128435448
18690,26-00,,35.500000000000000,60.500000000000000,-28,,25,CRBBLB,CURB BULB,,-51,NS,SE,INSVC,58614,24.922626904742298
18807,26-00,,80.500000000000000,102.000000000000000,-28,,22,PLZ,PASSENGER LOAD ZONE,3,-55,ZONE,SE,INSVC,58614,21.433458099904129
18831,25-00,,214.500000000000000,221.500000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58681,6.980761054682313
18852,26-00,,154.500000000000000,174.500000000000000,-28,,20,ALLEY,ALLEY,,-61,NS,SE,INSVC,58614,19.938092042833770
18901,25-00,,239.500000000000000,246.500000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58681,6.980851454575745
19011,02-23,,394.000000000000000,409.000000000000000,26,,15,XW,CROSSWALK,,,NS,SW,INSVC,25713,14.971646930536780
19041,26-00,,191.000000000000000,208.500000000000000,28,,18,PS,PAY STATION,240,-66,PAID,NW,INSVC,58613,17.445848294219587
19065,25-00,,62.500000000000000,80.500000000000000,-21,,18,PS,PAY STATION,240,-55,PAID,SE,INSVC,58682,17.950681586058909
19187,25-00,,98.500000000000000,105.500000000000000,-21,,7,CLR,CLEARANCE,,,NP,SE,INSVC,58682,6.980808381114764
19252,25-00,,148.000000000000000,171.000000000000000,21,,23,ALLEY,ALLEY,,-60,NS,NW,INSVC,58681,22.936955413076355
19318,26-00,,222.500000000000000,233.500000000000000,-28,,11,PS,PAY STATION,240,-71,PAID,SE,INSVC,58614,10.965994739937535
19395,26-00,,282.000000000000000,292.000000000000000,28,,10,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,58613,9.969069693739561
19421,25-00,,284.000000000000000,294.000000000000000,21,,10,XW,CROSSWALK,,,NS,NW,INSVC,58681,9.972586517130024
19596,02-23,,326.000000000000000,356.000000000000000,-28,,30,NP,NO PARKING,,-28,NP,NE,INSVC,25714,29.943440233074103
19627,26-00,,292.500000000000000,299.000000000000000,-28,,6,CR,CURB RAMP,,,NS,SE,INSVC,58614,6.479853543283553
19652,25-00,,33.000000000000000,62.500000000000000,-21,,30,NP,NO PARKING,,-51/53,NP,SE,INSVC,58682,29.419047339319125
19738,OW-27,,50.500000000000000,68.000000000000000,-23,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-02T,LOAD,NE,INSVC,36122,17.488705464732625
19774,25-00,,172.000000000000000,177.000000000000000,-21,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58682,4.986316921740126
19839,25-00,,194.500000000000000,200.500000000000000,-21,,6,CLR,CLEARANCE,,,NP,SE,INSVC,58682,5.983560536032239
19858,26-00,,33.500000000000000,52.500000000000000,28,,19,CRBBLB,CURB BULB,,-50,NS,NW,INSVC,58613,18.941214330262888
19882,25-00,,294.000000000000000,298.500000000000000,21,,4,CLR,CLEARANCE,,,NP,NW,INSVC,58681,4.487695120684251
19904,26-00,,25.000000000000000,35.500000000000000,-28,,10,XW,CROSSWALK,,,NS,SE,INSVC,58614,10.467510673591999
19992,02-23,,376.000000000000000,396.000000000000000,-28,,20,PS,PAY STATION,240,-32,PAID,NE,INSVC,25714,19.946756355780281
20002,25-00,,249.500000000000000,279.000000000000000,-21,,30,TAZ,TOW AWAY ZONE,,-71,NP,SE,INSVC,58682,29.419137750231819
20022,26-00,,60.500000000000000,80.500000000000000,-28,,20,L/UL,LOAD/UNLOAD ZONE,30,-53,LOAD,SE,INSVC,58614,19.938096278953971
20046,25-00,,221.500000000000000,239.500000000000000,21,,18,PS,PAY STATION,240,-66,PAID,NW,INSVC,58681,17.950638501388369
20067,26-00,,244.500000000000000,283.000000000000000,-28,,38,BA,BARRIER AREA,,-75/77,NS,SE,INSVC,58614,38.380865383247297
20148,25-02,,81.000000000000000,100.000000000000000,23,,19,PS-LAY,PAY STATION - BUS LAYOVER,240,-04,PAID,NW,INSVC,58685,18.999660722104498
20271,25-02,,63.000000000000000,81.000000000000000,23,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-02,PAID,NW,INSVC,58685,17.999692191412770
20499,25-02,,144.000000000000000,149.000000000000000,23,,5,CLR,CLEARANCE,,,NP,NW,INSVC,58685,4.999898723544077
20612,26-00,,286.000000000000000,296.500000000000000,-28,,10,CR,CURB RAMP,,,NS,SE,INSVC,13294,10.470356476531123
20664,25-02,,100.000000000000000,107.000000000000000,23,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58685,6.999835796838155
20729,25-02,,40.000000000000000,63.000000000000000,23,,23,CRBBLB,CURB BULB,,-00,NS,NW,INSVC,58685,22.999586583701610
20796,26-00,,269.500000000000000,280.000000000000000,28,,10,PS,PAY STATION,240,-22,PAID,NW,INSVC,13293,10.470446887767402
20895,25-02,,126.000000000000000,145.000000000000000,23,,19,PS-LAY,PAY STATION - BUS LAYOVER,240,-08,PAID,NW,INSVC,58685,18.999617700599284
21131,25-02,,112.500000000000000,129.500000000000000,-23,,17,PS,PAY STATION,240,-07,PAID,SE,INSVC,58686,16.999719307615575
21253,25-02,,219.500000000000000,236.500000000000000,23,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-16,PAID,NW,INSVC,58685,16.999676275031106
21317,25-02,,107.000000000000000,126.000000000000000,23,,19,PS-LAY,PAY STATION - BUS LAYOVER,240,-06,PAID,NW,INSVC,58685,18.999708095755700
21483,25-02,,212.500000000000000,219.500000000000000,23,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58685,6.999835806857419
21713,25-02,,279.000000000000000,296.000000000000000,-23,,17,XW,CROSSWALK,,,NS,SE,INSVC,58686,16.999676286061067
21950,25-02,,29.000000000000000,44.000000000000000,-23,,15,XW,CROSSWALK,,,NS,SE,INSVC,58686,14.999734871540042
22115,25-02,,44.000000000000000,69.000000000000000,-23,,25,CRBBLB,CURB BULB,,-01,NS,SE,INSVC,58686,24.999527998204908
22180,25-02,,149.000000000000000,172.000000000000000,23,,23,ALLEY,ALLEY,,-10,NS,NW,INSVC,58685,22.999586583701610
22303,25-02,,254.500000000000000,261.500000000000000,23,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58685,6.999926203049827
22533,25-02,,195.000000000000000,212.500000000000000,23,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-14,PAID,NW,INSVC,58685,17.499684248755859
22647,26-00,,296.500000000000000,299.500000000000000,-28,,3,CLR,CLEARANCE,,,NP,SE,INSVC,13294,2.991588850441547
22700,25-02,,69.000000000000000,88.000000000000000,-23,,19,PLZ,PASSENGER LOAD ZONE,3,-03,ZONE,SE,INSVC,58686,18.999660712085266
22765,25-02,,88.000000000000000,105.500000000000000,-23,,18,PS,PAY STATION,240,-05,PAID,SE,INSVC,58686,17.499684248755859
22930,25-02,,172.000000000000000,177.000000000000000,23,,5,CLR,CLEARANCE,,,NP,NW,INSVC,58685,4.999894393510210
23163,25-02,,175.000000000000000,180.000000000000000,-23,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58686,4.999941755905374
23229,26-00,,259.500000000000000,286.000000000000000,-28,,26,CRBBLB,CURB BULB,,-23,NS,SE,INSVC,13294,26.425316196110792
23286,25-02,,19.000000000000000,29.000000000000000,-23,,10,CRBBLB,CURB BULB,,,NS,SE,INSVC,58686,9.999793115634981
23350,25-02,,261.500000000000000,279.000000000000000,23,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-20,PAID,NW,INSVC,58685,17.499636864099749
23516,25-02,,236.500000000000000,254.500000000000000,23,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-18,PAID,NW,INSVC,58685,17.999692191412770
23649,26-00,,289.000000000000000,300.000000000000000,28,,11,CR,CURB RAMP,,,NS,NW,INSVC,13293,10.969021376723054
23691,26-00,,300.000000000000000,301.000000000000000,28,,1,CLR,CLEARANCE,,,NP,NW,INSVC,13293,0.997153192756305
23745,25-02,,177.000000000000000,195.000000000000000,23,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-12,PAID,NW,INSVC,58685,17.999692180382809
23812,26-00,,248.500000000000000,259.000000000000000,28,,10,PS,PAY STATION,240,-18,PAID,NW,INSVC,13293,10.470403799621833
23857,26-00,,179.000000000000000,259.500000000000000,-28,,80,NP,NO PARKING,,-15/21,NP,SE,INSVC,13294,80.273097515006754
23910,25-02,,146.500000000000000,151.500000000000000,-23,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58686,4.999894382480353
23939,02-26,,11.000000000000000,18.000000000000000,-28,,7,CLR,CLEARANCE,,,NP,NE,INSVC,25718,6.977795154617882
23978,25-02,,180.000000000000000,279.000000000000000,-23,,99,BUSLAY,BUS LAYOVER ZONE,,-11/19,BUS,SE,INSVC,58686,98.998186450562457
24142,25-02,,105.500000000000000,112.500000000000000,-23,,7,CLR,CLEARANCE,,,NP,SE,INSVC,58686,6.999883170437927
24328,25-02,,24.000000000000000,40.000000000000000,23,,16,XW,CROSSWALK,,,NS,NW,INSVC,58685,15.999703413319011
24398,26-00,,280.000000000000000,289.000000000000000,28,,9,CRBBLB,CURB BULB,,,NS,NW,INSVC,13293,8.974585728868373
24495,25-02,,19.000000000000000,24.000000000000000,23,,5,CLR,CLEARANCE,,,NP,NW,INSVC,58685,4.999898733563201
24556,25-02,,279.000000000000000,296.000000000000000,23,,17,XW,CROSSWALK,,,NS,NW,INSVC,58685,16.999676276041853
24626,26-00,,259.000000000000000,269.500000000000000,28,,10,PS,PAY STATION,240,-20,PAID,NW,INSVC,13293,10.470356497581470
24725,25-02,,151.500000000000000,175.000000000000000,-23,,24,ALLEY,ALLEY,,,NS,SE,INSVC,58686,23.499551503817692
24961,25-02,,129.500000000000000,146.500000000000000,-23,,17,PS,PAY STATION,240,-09,PAID,SE,INSVC,58686,16.999676286061067
25135,24-02,,148.000000000000000,153.000000000000000,30,,5,CLR,CLEARANCE,,,NP,NW,INSVC,76985,4.986247741669715
25185,26-02,,176.500000000000000,193.500000000000000,-27,,17,PS,PAY STATION,240,-13,PAID,SE,INSVC,58622,16.949133152263787
25253,24-02,,231.000000000000000,248.000000000000000,30,,17,PS,PAY STATION,240,-18,PAID,NW,INSVC,76985,16.953105426440288
25260,02-26,,130.000000000000000,150.000000000000000,-28,,20,PLZ,PASSENGER LOAD ZONE,3,-10,ZONE,NE,INSVC,25718,19.936468909257020
25301,24-02,,170.000000000000000,175.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,76986,4.986247741669715
25308,26-02,,209.500000000000000,215.500000000000000,23,,6,CLR,CLEARANCE,,,NP,NW,INSVC,58621,5.982043710177245
25491,02-26,,182.500000000000000,188.500000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,25717,5.980917442117164
25529,24-02,,106.000000000000000,113.000000000000000,-30,,7,CLR,CLEARANCE,,,NP,SE,INSVC,76986,6.980700364661118
25536,26-02,,106.500000000000000,124.500000000000000,23,,18,PS,PAY STATION,240,-06,PAID,NW,INSVC,58621,17.946131109482025
25580,26-02,,17.000000000000000,45.000000000000000,23,,28,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,58621,27.916218301756452
25652,01-27,,33.000000000000000,45.000000000000000,-29,,12,TAZ,TOW AWAY ZONE,,-00,NP,NE,INSVC,68922,11.999369020900271
25654,24-02,,248.000000000000000,268.000000000000000,30,,20,NP,NO PARKING,,-20,NP,NW,INSVC,76985,19.944853235852833
25661,02-26,,228.500000000000000,245.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-19,PAID,SW,INSVC,25717,16.946012307111797
25695,24-02,,208.000000000000000,214.000000000000000,30,,6,CLR,CLEARANCE,,,NP,NW,INSVC,76985,5.983452507582252
25702,26-02,,192.500000000000000,209.500000000000000,23,,17,PS,PAY STATION,240,-14,PAID,NW,INSVC,58621,16.949085801709540
25713,01-27,,61.500000000000000,76.000000000000000,-29,,14,NP,NO PARKING,,-04,NP,NE,INSVC,68922,14.499262439359413
25722,02-26,,188.500000000000000,205.500000000000000,27,,17,PLZ,PASSENGER LOAD ZONE,3,-15,ZONE,SW,INSVC,25717,16.946008059389108
25759,24-02,,214.000000000000000,231.000000000000000,30,,17,PS,PAY STATION,240,-16,PAID,NW,INSVC,76985,16.953195846984677
25809,26-02,,279.500000000000000,298.000000000000000,-27,,18,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SE,INSVC,58622,18.444632234888612
25888,02-26,,230.000000000000000,250.000000000000000,-28,,20,PS,PAY STATION,240,-20,PAID,NE,INSVC,25718,19.936421586381329
25923,24-02,,68.000000000000000,88.000000000000000,-30,,20,PS,PAY STATION,240,-03,PAID,SE,INSVC,76986,19.944853235852833
25930,26-02,,215.500000000000000,233.000000000000000,23,,18,PS,PAY STATION,240,-16,PAID,NW,INSVC,58621,17.447629985114162
25973,26-02,,214.000000000000000,232.500000000000000,-27,,18,DW,DRIVEWAY,,-17,NS,SE,INSVC,58622,18.444632233889159
25997,01-27,,36.000000000000000,42.000000000000000,29,,6,CR,CURB RAMP,,,NS,SW,INSVC,68921,5.999617768482588
26006,02-26,,148.500000000000000,165.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-11,PAID,SW,INSVC,25717,16.945964983127094
26042,26-02,,254.500000000000000,279.500000000000000,-27,,25,NP,NO PARKING,,-21,NP,SE,INSVC,58622,24.925172776946496
26067,01-27,,21.000000000000000,26.000000000000000,29,,5,CLR,CLEARANCE,,,NP,SW,INSVC,68921,4.999735281967917
26117,24-02,,112.000000000000000,130.000000000000000,30,,18,PS,PAY STATION,240,-06,PAID,NW,INSVC,76985,17.950353293592670
26233,01-27,,45.000000000000000,61.500000000000000,-29,,16,DW,DRIVEWAY,,-02,NS,NE,INSVC,68922,16.499165169502309
26242,02-26,,170.000000000000000,190.000000000000000,-28,,20,PS,PAY STATION,240,-14,PAID,NE,INSVC,25718,19.936421575362978
26281,24-02,,154.000000000000000,170.000000000000000,-30,,16,ALLEY,ALLEY,,,NS,SE,INSVC,76986,15.955900670587702
26347,24-02,,291.000000000000000,296.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,76986,4.986200421500409
26473,02-26,,150.000000000000000,170.000000000000000,-28,,20,PLZ,PASSENGER LOAD ZONE,3,-12,ZONE,NE,INSVC,25718,19.936511986518884
26511,24-02,,18.000000000000000,29.000000000000000,30,,11,CRBBLB,CURB BULB,,,NS,NW,INSVC,76985,10.969652918902179
26518,26-02,,99.500000000000000,106.500000000000000,23,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58621,6.978998609445821
26554,24-02,,19.000000000000000,30.000000000000000,-30,,11,CLR,CLEARANCE,,,NP,SE,INSVC,76986,10.969700249247232
26561,26-02,,151.000000000000000,172.500000000000000,-27,,22,ALLEY,ALLEY,,-11,NS,SE,INSVC,58622,21.435630419214483
26702,02-26,,30.000000000000000,130.000000000000000,-28,,100,NP,NO PARKING,,-00/08,NP,NE,INSVC,25718,99.682292945667044
26737,24-02,,67.000000000000000,87.000000000000000,30,,20,PS,PAY STATION,240,-02,PAID,NW,INSVC,76985,19.944900566201262
26780,24-02,,30.000000000000000,45.000000000000000,-30,,15,XW,CROSSWALK,,,NS,SE,INSVC,76986,14.958605484165398
26860,01-27,,62.000000000000000,103.000000000000000,29,,41,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-03/05,LOAD,SW,INSVC,68921,40.997941246576360
26928,24-02,,268.000000000000000,290.000000000000000,30,,22,XW,CROSSWALK,,,NS,NW,INSVC,76985,21.939396259345330
26935,02-26,,100.500000000000000,106.500000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,25717,5.980917442117164
26970,24-02,,174.000000000000000,191.000000000000000,30,,17,PS,PAY STATION,240,-12,PAID,NW,INSVC,76985,16.953152777878266
26977,26-02,,250.000000000000000,279.000000000000000,23,,29,NP,NO PARKING,,-20,NP,NW,INSVC,58621,28.913216269085211
27020,26-02,,237.500000000000000,254.500000000000000,-27,,17,PS,PAY STATION,240,-19,PAID,SE,INSVC,58622,16.949085801709540
27053,02-26,,245.500000000000000,273.500000000000000,27,,28,CRBBLB,CURB BULB,,-21,NS,SW,INSVC,25717,27.911051385941825
27093,24-02,,260.000000000000000,269.000000000000000,-30,,9,CLR,CLEARANCE,,-19,NP,SE,INSVC,76986,8.975200316961931
27100,26-02,,149.500000000000000,175.000000000000000,23,,26,ALLEY,ALLEY,,-10,NS,NW,INSVC,58621,25.423673912333459
27279,24-02,,290.000000000000000,301.000000000000000,30,,11,CLR,CLEARANCE,,,NP,NW,INSVC,76985,10.969700259277516
27286,02-26,,211.500000000000000,228.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-17,PAID,SW,INSVC,25717,16.946008070407455
27327,24-02,,217.000000000000000,235.000000000000000,-30,,18,PS-CAR,PAY STATION - CARPOOL,240,-15,CARPOOL,SE,INSVC,76986,17.950400612873690
27378,26-02,,193.500000000000000,210.500000000000000,-27,,17,PS,PAY STATION,240,-15,PAID,SE,INSVC,58622,16.949128859789685
27458,02-26,,12.000000000000000,31.500000000000000,27,,20,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,25717,19.438070996586717
27518,02-26,,31.500000000000000,64.500000000000000,27,,33,CRBBLB,CURB BULB,,-01,NS,SW,INSVC,25717,32.895138418472229
27557,24-02,,87.000000000000000,105.000000000000000,30,,18,PS,PAY STATION,240,-04,PAID,NW,INSVC,76985,17.950396363897330
27689,02-26,,210.000000000000000,230.000000000000000,-28,,20,PS,PAY STATION,240,-18,PAID,NE,INSVC,25718,19.936511986518884
27724,24-02,,88.000000000000000,106.000000000000000,-30,,18,PS,PAY STATION,240,-05,PAID,SE,INSVC,76986,17.950400602843384
27731,26-02,,233.000000000000000,250.000000000000000,23,,17,PS,PAY STATION,240,-18,PAID,NW,INSVC,58621,16.949133152263787
27789,24-02,,199.000000000000000,217.000000000000000,-30,,18,PS-CAR,PAY STATION - CARPOOL,240,-13,CARPOOL,SE,INSVC,76986,17.950400613863255
27839,26-02,,45.000000000000000,63.500000000000000,23,,18,CRBBLB,CURB BULB,,-00,NS,NW,INSVC,58621,18.444584884362712
27918,02-26,,205.500000000000000,211.500000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,25717,5.980917432085189
27953,24-02,,235.000000000000000,242.000000000000000,-30,,7,CLR,CLEARANCE,,,NP,SE,INSVC,76986,6.980700353641273
28003,26-02,,232.500000000000000,237.500000000000000,-27,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58622,4.985041460684524
28036,02-26,,18.000000000000000,30.000000000000000,-28,,12,XWAREA,NOT A DESIGNATED CROSSWALK,240,,NS,NE,INSVC,25718,11.961882197112132
28076,24-02,,131.000000000000000,149.000000000000000,-30,,18,PS,PAY STATION,240,-09,PAID,SE,INSVC,76986,17.950400613863255
28083,26-02,,142.500000000000000,149.500000000000000,23,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58621,6.979041667536283
28099,01-27,,26.000000000000000,36.000000000000000,29,,10,XW,CROSSWALK,,,NS,SW,INSVC,68921,9.999513616684760
28148,24-02,,175.000000000000000,192.000000000000000,-30,,17,PS-CAR,PAY STATION - CARPOOL,240,-11,CARPOOL,SE,INSVC,76986,16.953105436470597
28272,02-26,,64.500000000000000,82.500000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-03,PAID,SW,INSVC,25717,17.942842705438473
28313,24-02,,113.000000000000000,131.000000000000000,-30,,18,PS,PAY STATION,240,-07,PAID,SE,INSVC,76986,17.950400612873690
28320,26-02,,124.500000000000000,142.500000000000000,23,,18,PS,PAY STATION,240,-08,PAID,NW,INSVC,58621,17.946131109482025
28365,26-02,,46.000000000000000,72.500000000000000,-27,,26,CRBBLB,CURB BULB,,-01,NS,SE,INSVC,58622,26.420676162140609
28498,01-27,,23.000000000000000,33.000000000000000,-29,,10,XW,CROSSWALK,,,NS,NE,INSVC,68922,9.999470552914589
28507,02-26,,258.000000000000000,268.000000000000000,-28,,10,BA,BARRIER AREA,,-22,NS,NE,INSVC,25718,9.968165592135961
28545,24-02,,192.000000000000000,199.000000000000000,-30,,7,CLR,CLEARANCE,,,NP,SE,INSVC,76986,6.980700353641273
28595,26-02,,18.000000000000000,46.000000000000000,-27,,28,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SE,INSVC,58622,27.916170951299854
28665,01-27,,21.000000000000000,23.000000000000000,-29,,2,CLR,CLEARANCE,,,NP,NE,INSVC,68922,1.999902719126943
28674,02-26,,283.000000000000000,292.000000000000000,-28,,9,CLR,CLEARANCE,,,NP,NE,INSVC,25718,8.971421347210061
28733,02-26,,250.000000000000000,258.000000000000000,-28,,8,CLR,CLEARANCE,,,NP,NE,INSVC,25718,7.974634047124783
28769,24-02,,130.000000000000000,148.000000000000000,30,,18,PS,PAY STATION,240,-08,PAID,NW,INSVC,76985,17.950400602843384
28818,26-02,,172.500000000000000,176.500000000000000,-27,,4,CLR,CLEARANCE,,,NP,SE,INSVC,58622,3.988043493148493
28890,01-27,,42.000000000000000,62.000000000000000,29,,20,NP,NO PARKING,,-01,NP,SW,INSVC,68921,19.999027243398373
28899,02-26,,82.500000000000000,100.500000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-05,PAID,SW,INSVC,25717,17.942799618153117
28933,24-02,,153.000000000000000,169.000000000000000,30,,16,ALLEY,ALLEY,,-10,NS,NW,INSVC,76985,15.955900670587702
28998,24-02,,191.000000000000000,208.000000000000000,30,,17,PS,PAY STATION,240,-14,PAID,NW,INSVC,76985,16.953148527737014
29080,02-26,,273.500000000000000,294.000000000000000,27,,20,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,25717,20.434862555290426
29120,24-02,,105.000000000000000,112.000000000000000,30,,7,CLR,CLEARANCE,,,NP,NW,INSVC,76985,6.980704604166193
29170,26-02,,72.500000000000000,133.500000000000000,-27,,61,NP,NO PARKING,,-03/07,NP,SE,INSVC,58622,60.817387655446723
29246,02-26,,190.000000000000000,210.000000000000000,-28,,20,PS,PAY STATION,240,-16,PAID,NE,INSVC,25718,19.936468909257020
29310,02-26,,165.500000000000000,182.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-13,PAID,SW,INSVC,25717,16.946008070407455
29351,24-02,,242.000000000000000,260.000000000000000,-30,,18,PS-CAR,PAY STATION - CARPOOL,240,-17,CARPOOL,SE,INSVC,76986,17.950400613863255
29358,26-02,,279.000000000000000,297.000000000000000,23,,18,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,58621,17.946083770044066
29401,26-02,,210.500000000000000,214.000000000000000,-27,,4,CLR,CLEARANCE,,,NP,SE,INSVC,58622,3.489499299710346
29480,02-26,,142.500000000000000,148.500000000000000,27,,6,CLR,CLEARANCE,,-11/19,NP,SW,INSVC,25717,5.980964755072532
29518,24-02,,269.000000000000000,291.000000000000000,-30,,22,XW,CROSSWALK,,,NS,SE,INSVC,76986,21.939353168107115
29580,24-02,,169.000000000000000,174.000000000000000,30,,5,CLR,CLEARANCE,,,NP,NW,INSVC,76985,4.986200411470017
29704,01-27,,76.000000000000000,99.000000000000000,-29,,23,DW,DRIVEWAY,,-06,NS,NE,INSVC,68922,22.998859806195494
29713,02-26,,124.500000000000000,142.500000000000000,27,,18,PLZ,PASSENGER LOAD ZONE,3,-09,ZONE,SW,INSVC,25717,17.942842705438473
29748,24-02,,149.000000000000000,154.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,76986,4.986200421500409
29755,26-02,,81.500000000000000,99.500000000000000,23,,18,PS,PAY STATION,240,-04,PAID,NW,INSVC,58621,17.946131119507168
29862,24-02,,45.000000000000000,68.000000000000000,-30,,23,CRBBLB,CURB BULB,,-01,NS,SE,INSVC,76986,22.936648354542243
29869,26-02,,63.500000000000000,81.500000000000000,23,,18,PS,PAY STATION,240,-02,PAID,NW,INSVC,58621,17.946174167542438
29948,02-26,,106.500000000000000,124.500000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-07,PAID,SW,INSVC,25717,17.942842705438473
29983,24-02,,44.000000000000000,67.000000000000000,30,,23,CRBBLB,CURB BULB,,-00,NS,NW,INSVC,76985,22.936557955051601
29990,26-02,,175.000000000000000,192.500000000000000,23,,18,PS,PAY STATION,240,-12,PAID,NW,INSVC,58621,17.447629974089612
30033,26-02,,133.500000000000000,151.000000000000000,-27,,18,CRBBLB,CURB BULB,,-09,NS,SE,INSVC,58622,17.447629985114162
30066,02-26,,268.000000000000000,283.000000000000000,-28,,15,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,25718,14.952386113201664
30106,24-02,,29.000000000000000,44.000000000000000,30,,15,XW,CROSSWALK,,,NS,NW,INSVC,76985,14.958695894685377
30204,03-24,,22.000000000000000,42.000000000000000,25,,20,XW,CROSSWALK,,,NS,SW,INSVC,49657,19.950536819503299
30232,27-02,,280.000000000000000,282.000000000000000,-30,,2,CR,CURB RAMP,,,NS,SE,INSVC,54954,1.999308396597568
30239,03-27,,81.000000000000000,87.000000000000000,25,,6,BA,BARRIER AREA,,,NS,SW,INSVC,72329,5.997860840025365
30251,03-24,,19.000000000000000,20.500000000000000,-29,,2,CLR,CLEARANCE,,,NP,NE,INSVC,49658,1.496269711284302
30287,01-25,,151.500000000000000,169.500000000000000,-28,,18,PS,PAY STATION,240,-12,PAID,NE,INSVC,24046,17.976138871757865
30354,27-02,,118.000000000000000,136.000000000000000,30,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-08,PAID,NW,INSVC,54953,17.993741129459064
30365,01-25,,215.000000000000000,233.000000000000000,27,,18,PS,PAY STATION,240,-19,PAID,SW,INSVC,24045,17.976186211638684
30371,03-24,,100.000000000000000,118.000000000000000,25,,18,PS,PAY STATION,240,-07,PAID,SW,INSVC,49657,17.955451698989084
30411,01-25,,33.000000000000000,44.000000000000000,-28,,11,HYD,HYDRANT,,-00,NS,NE,INSVC,24046,10.985399770599484
30460,27-02,,32.000000000000000,47.000000000000000,-30,,15,CR,CURB RAMP,,,NS,SE,INSVC,54954,14.994757003251161
30473,01-25,,123.500000000000000,128.500000000000000,-28,,5,CLR,CLEARANCE,,,NP,NE,INSVC,24046,4.993410916713447
30478,03-26,,271.000000000000000,285.000000000000000,25,,14,CR,CURB RAMP,,,NS,SW,INSVC,27281,13.956994552535575
30520,03-26,,227.000000000000000,272.000000000000000,-29,,45,NP,NO PARKING,,-18/20,NP,NE,INSVC,27282,44.861822663223570
30581,27-02,,180.500000000000000,210.500000000000000,-30,,30,PLZ,PASSENGER LOAD ZONE,3,-13,ZONE,SE,INSVC,54954,29.989647466757070
30592,01-25,,20.000000000000000,22.500000000000000,27,,2,CLR,CLEARANCE,,,NP,SW,INSVC,24045,2.496729133758737
30642,03-23,,291.500000000000000,390.500000000000000,30,,99,NP,NO PARKING,,-23/31,NP,SW,INSVC,27277,98.770673597886628
30745,27-02,,110.000000000000000,127.000000000000000,-30,,17,PS,PAY STATION,240,-07,PAID,SE,INSVC,54954,16.994108441874356
30810,27-02,,292.000000000000000,296.000000000000000,-30,,4,CR,CURB RAMP,,,NS,SE,INSVC,54954,3.998573729515497
30821,01-25,,235.500000000000000,254.000000000000000,-28,,18,PLZ,PASSENGER LOAD ZONE,3,-20,ZONE,NE,INSVC,24046,18.475449391308590
